Entity,Code,Year,"Combined gross enrolment ratio for tertiary education, female","Combined gross enrolment ratio for tertiary education, male","Combined total net enrolment rate, secondary, male","Combined total net enrolment rate, secondary, female","Combined total net enrolment rate, primary, female","Combined total net enrolment rate, primary, male"
Jordan,JOR,2009,43.92889,39.65029,,,,
Jordan,JOR,2010,39.59065,34.81321,,,79.98633,81.43948
Jordan,JOR,2011,39.07156,33.7164,75.29668,77.95699,77.41865,79.09377
Jordan,JOR,2012,44.84537,38.9025,,,74.35083,76.52711
Jordan,JOR,2015,38.18288,35.10985,,,,
Jordan,JOR,2016,36.82399,34.36643,,,76.24419,77.25977
Jordan,JOR,2017,33.25256,29.06493,60.9865,62.83679,79.54806,80.62635
Jordan,JOR,2018,37.37089,31.51004,61.68659,63.52398,80.17565,81.53623
Jordan,JOR,2019,35.76189,30.40572,,,,
Jordan,JOR,2020,36.90745,30.26646,,,,
Jordan,JOR,1820,0,0.01,0.01,0,0,0.02
Jordan,JOR,1825,0,0.01,0.01,0,0.01,0.03
Jordan,JOR,1830,0,0.01,0.01,0,0.01,0.04
Jordan,JOR,1835,0,0.01,0.01,0,0.01,0.06
Jordan,JOR,1840,0,0.01,0.01,0,0.02,0.08
Jordan,JOR,1845,0,0.01,0.01,0,0.02,0.11
Jordan,JOR,1850,0,0.01,0.01,0,0.03,0.15
Jordan,JOR,1855,0,0.01,0.01,0,0.05,0.21
Jordan,JOR,1860,0,0.01,0.01,0,0.06,0.3
Jordan,JOR,1865,0,0.01,0.01,0,0.09,0.41
Jordan,JOR,1870,0,0.01,0.01,0,0.12,0.57
Jordan,JOR,1875,0,0.01,0.01,0,0.17,0.78
Jordan,JOR,1880,0,0.01,0.01,0,0.23,1.08
Jordan,JOR,1885,0,0.01,0.01,0,0.32,1.49
Jordan,JOR,1890,0,0.01,0.01,0,0.44,2.06
Jordan,JOR,1895,0,0.01,0.01,0,0.61,2.84
Jordan,JOR,1900,0,0.01,0.01,0,0.84,3.9
Jordan,JOR,1905,0,0.01,0.01,0,1.16,5.35
Jordan,JOR,1910,0,0.01,0.01,0,1.6,7.31
Jordan,JOR,1915,0,0.01,0.01,0,2.19,9.93
Jordan,JOR,1920,0,0.01,0.01,0,3.01,13.39
Jordan,JOR,1925,0,0.01,0.05,0.03,4.11,12.11
Jordan,JOR,1930,0,0.01,0.16,0.07,5.6,10.47
Jordan,JOR,1935,0,0.01,0.39,0.12,7.59,10.62
Jordan,JOR,1940,0,0.01,0.8,0.21,10.2,14.98
Jordan,JOR,1945,0,0.01,1.53,0.33,13.58,8.93
Jordan,JOR,1950,0,0.01,8.46,1.83,17.86,49.97
Jordan,JOR,1955,0.12,0.32,30.87,10.74,43.42,84.38
Jordan,JOR,1960,0.32,0.86,33.75,9.86,54.45,81.04
Jordan,JOR,1965,1.22,2.32,47.81,18.08,76.98,91.91
Jordan,JOR,1970,1.44,2.86,44.81,19.73,61.96,95.84
Jordan,JOR,1975,3,14.29,59.19,28.77,75.09,82.06
Jordan,JOR,1980,24.2,28.67,74.93,60,91,94.8
Jordan,JOR,1999,,,71.44958,77.5918,87.86538,86.3871
Jordan,JOR,2013,,,69.46964,70.79185,74.04019,75.60298
Jordan,JOR,2014,,,67.17919,69.31232,,
Kazakhstan,KAZ,1994,40.2215,31.43035,,,,
Kazakhstan,KAZ,1995,40.18999,31.19446,,,,
Kazakhstan,KAZ,1996,34.82079,27.41473,,,,
Kazakhstan,KAZ,1999,26.47429,22.60248,,,,
Kazakhstan,KAZ,2000,34.58969,29.10671,86.22105,91.21754,87.21614,86.88089
Kazakhstan,KAZ,2006,67.74933,48.8491,94.70025,94.73657,89.70847,90.18124
Kazakhstan,KAZ,2010,51.68813,40.74481,92.25405,92.86819,,
Kazakhstan,KAZ,2011,54.27813,43.0736,92.59102,93.25123,,
Kazakhstan,KAZ,2012,57.78616,45.43164,,,,
Kazakhstan,KAZ,2013,56.42265,44.51695,,,,
Kazakhstan,KAZ,2014,54.52119,43.18265,,,,
Kazakhstan,KAZ,2015,52.09302,40.78858,,,,
Kazakhstan,KAZ,2016,51.64216,41.74348,,,,
Kazakhstan,KAZ,2017,56.12924,44.38799,,,,
Kazakhstan,KAZ,2018,60.0332,48.20818,,,,
Kazakhstan,KAZ,2019,68.44193,55.38415,,,,
Kazakhstan,KAZ,2020,77.57812,64.13539,,,,
Kazakhstan,KAZ,2002,,,,,91.27662,91.89373
Kazakhstan,KAZ,2007,,,,,89.03375,89.98124
Kenya,KEN,1985,0.65641,1.86719,,,,
Kenya,KEN,1987,0.79769,2.08439,,,,
Kenya,KEN,2000,1.89423,3.50664,33.23455,32.51224,64.41405,63.00509
Kenya,KEN,2001,1.92672,3.61088,,,65.35426,64.2926
Kenya,KEN,2002,1.9357,3.62905,34.5535,33.96011,59.61142,59.4928
Kenya,KEN,2004,2.15738,3.61473,38.57801,38.50494,68.90299,69.07731
Kenya,KEN,2005,2.18099,3.68907,40.18908,40.31582,69.72363,69.45444
Kenya,KEN,2009,3.27667,4.71622,49.04343,45.79807,76.39434,75.50218
Kenya,KEN,2015,7.67757,10.78838,,,,
Kenya,KEN,2016,9.40628,13.45287,,,,
Kenya,KEN,2017,9.73054,13.20053,,,,
Kenya,KEN,1820,0,0.01,0.01,0,0.01,0.02
Kenya,KEN,1825,0,0.01,0.01,0,0.01,0.02
Kenya,KEN,1830,0,0.01,0.01,0,0.01,0.03
Kenya,KEN,1835,0,0.01,0.01,0,0.02,0.04
Kenya,KEN,1840,0,0.01,0.01,0,0.03,0.06
Kenya,KEN,1845,0,0.01,0.01,0,0.04,0.08
Kenya,KEN,1850,0,0.01,0.01,0,0.05,0.11
Kenya,KEN,1855,0,0.01,0.01,0,0.07,0.15
Kenya,KEN,1860,0,0.01,0.01,0,0.09,0.2
Kenya,KEN,1865,0,0.01,0.01,0,0.12,0.27
Kenya,KEN,1870,0,0.01,0.01,0,0.16,0.37
Kenya,KEN,1875,0,0.01,0.01,0,0.22,0.5
Kenya,KEN,1880,0,0.01,0.01,0,0.31,0.68
Kenya,KEN,1885,0,0.01,0.01,0,0.42,0.93
Kenya,KEN,1890,0,0.01,0.01,0,0.56,1.26
Kenya,KEN,1895,0,0.01,0.01,0,0.77,1.71
Kenya,KEN,1900,0,0.01,0.01,0,1.04,2.31
Kenya,KEN,1905,0,0.01,0.01,0,1.41,3.12
Kenya,KEN,1910,0,0.01,0.01,0,1.91,4.21
Kenya,KEN,1915,0,0.01,0.01,0,2.59,5.67
Kenya,KEN,1920,0,0.01,0.01,0,3.49,7.59
Kenya,KEN,1925,0,0.01,0.01,0,4.7,10.1
Kenya,KEN,1930,0,0.01,0.01,0,6.29,13.33
Kenya,KEN,1935,0,0.01,0.08,0.04,8.38,14.2
Kenya,KEN,1940,0,0.01,0.17,0.05,11.07,15.48
Kenya,KEN,1945,0,0.01,0.27,0.07,14.5,33.14
Kenya,KEN,1950,0,0.01,2.58,0.68,18.77,50.59
Kenya,KEN,1955,0,0.05,1.55,0.64,19.13,54.43
Kenya,KEN,1960,0.04,0.16,0.72,2.67,26.04,57.19
Kenya,KEN,1965,0.08,0.52,4.11,2.67,34.73,60.88
Kenya,KEN,1970,0.23,1.58,9.92,5.33,43.41,59.23
Kenya,KEN,1975,0.32,1.29,14.04,8,79,89.02
Kenya,KEN,1980,0.4,1.41,17.15,13.33,84,88
Kenya,KEN,2003,,,36.51792,35.10269,70.49688,70.81355
Kenya,KEN,2006,,,42.09661,40.22798,69.1752,68.21393
Kenya,KEN,2007,,,45.54277,40.92977,78.46248,78.58095
Kenya,KEN,2008,,,48.97429,46.66194,75.20878,74.30517
Kenya,KEN,1999,,,,,61.17905,60.80676
Kenya,KEN,2012,,,,,81.68963,78.2704
Kiribati,KIR,1986,,,23.10009,23.58624,98.5166,96.36331
Kiribati,KIR,2003,,,64.00666,73.59335,,
Kiribati,KIR,2004,,,64.32836,74.14503,,
Kiribati,KIR,2005,,,65.55855,72.94061,,
Kiribati,KIR,1985,,,,,98.8621,98.76797
Kiribati,KIR,1987,,,,,94.71342,94.06911
Kiribati,KIR,1989,,,,,98.35192,98.48899
Kuwait,KWT,1985,16.50313,14.18875,,,84.7819,93.25194
Kuwait,KWT,1986,17.60848,14.88364,,,84.34625,93.32503
Kuwait,KWT,1987,17.49629,13.44935,,,79.66392,87.45169
Kuwait,KWT,1988,17.32112,12.906,,,78.52063,85.37833
Kuwait,KWT,1989,17.31668,12.02709,,,,
Kuwait,KWT,1990,15.93129,8.37392,,,,
Kuwait,KWT,1992,15.86645,8.10475,48.13996,46.43101,46.58486,47.38887
Kuwait,KWT,1993,17.63557,9.13718,,,,
Kuwait,KWT,1994,20.21945,13.398,66.04871,67.47845,67.70678,68.21825
Kuwait,KWT,1995,25.7855,16.37436,,,,
Kuwait,KWT,1996,29.94414,20.0623,87.75623,96.75963,85.53804,93.16126
Kuwait,KWT,1997,31.11229,18.81964,85.73091,92.9054,84.24244,93.82634
Kuwait,KWT,1999,33.20581,16.362,79.69913,83.99987,85.45721,91.15998
Kuwait,KWT,2001,30.80952,13.85762,82.39324,81.66662,88.79821,81.55882
Kuwait,KWT,2002,30.09047,13.23591,,,93.91602,84.71429
Kuwait,KWT,2003,29.16327,12.30193,,,,
Kuwait,KWT,2004,28.09773,12.23786,,,,
Kuwait,KWT,2014,68.93841,35.39302,81.49637,86.31032,,
Kuwait,KWT,2015,76.50117,36.90364,84.50138,88.71225,,
Kuwait,KWT,2016,81.53469,36.73145,,,92.12699,89.21742
Kuwait,KWT,2017,77.46966,36.65578,,,87.05552,84.80825
Kuwait,KWT,2018,76.13706,35.82565,,,86.86493,78.9513
Kuwait,KWT,2019,76.47448,37.21078,,,,
Kuwait,KWT,2020,81.78085,43.45121,,,,
Kuwait,KWT,1820,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1825,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1830,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1835,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1840,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1845,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1850,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1855,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1860,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1865,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1870,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1875,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1880,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1885,0,0.01,0.01,0,0,0.01
Kuwait,KWT,1890,0,0.01,0.02,0,0,0.01
Kuwait,KWT,1895,0,0.01,0.03,0,0,0.01
Kuwait,KWT,1900,0,0.01,0.04,0,0,0.01
Kuwait,KWT,1905,0,0.01,0.05,0,0,0.01
Kuwait,KWT,1910,0,0.01,0.07,0,0,9.49
Kuwait,KWT,1915,0,0.01,0.11,0,0.43,17.38
Kuwait,KWT,1920,0,0.01,0.15,0,1.24,25.04
Kuwait,KWT,1925,0,0.01,0.21,0,2.65,32.27
Kuwait,KWT,1930,0,0.01,0.31,0,4.99,38.72
Kuwait,KWT,1935,0,0.01,0.44,0,8.69,43.98
Kuwait,KWT,1940,0,0.01,0.62,0,14.21,47.53
Kuwait,KWT,1945,0,0.01,0.89,0,21.9,53.82
Kuwait,KWT,1950,0,0.01,1.12,0.2,31.76,57.97
Kuwait,KWT,1955,0,0.01,2.55,0.79,50.88,76.79
Kuwait,KWT,1960,0,0.01,21.4,18,61,49.12
Kuwait,KWT,1965,0,0.01,22.34,24,51,52.95
Kuwait,KWT,1970,4.2,3.32,58.34,49,54,67.73
Kuwait,KWT,1975,11.3,7.05,60.67,53,64,71.89
Kuwait,KWT,1980,14.9,7.95,73.9,59.84,80,89.81
Kuwait,KWT,2000,,,81.71716,82.30239,86.1538,84.67736
Kuwait,KWT,2006,,,84.09389,93.75522,,
Kuwait,KWT,2007,,,86.2552,91.94043,,
Kuwait,KWT,2008,,,84.35485,90.93286,,
Kuwait,KWT,2009,,,81.75614,87.59613,,
Kuwait,KWT,2010,,,85.37423,89.48552,,
Kuwait,KWT,2011,,,85.26215,87.4917,,
Kuwait,KWT,2012,,,84.76653,88.37848,,
Kuwait,KWT,2013,,,83.14222,87.03458,,
Kuwait,KWT,2005,,,,,94.93018,90.6913
Kyrgyzstan,KGZ,1993,26.68032,19.78108,,,,
Kyrgyzstan,KGZ,1994,25.12906,19.08099,,,,
Kyrgyzstan,KGZ,1995,23.63657,18.68642,,,,
Kyrgyzstan,KGZ,1996,25.04234,20.47958,,,90.45844,93.97578
Kyrgyzstan,KGZ,1997,27.67095,22.5585,,,,
Kyrgyzstan,KGZ,1998,31.41486,26.83435,,,,
Kyrgyzstan,KGZ,1999,30.53116,29.03297,,,86.56954,87.57806
Kyrgyzstan,KGZ,2000,35.80522,35.0105,,,85.59688,86.8512
Kyrgyzstan,KGZ,2001,41.7854,39.69709,,,85.77534,87.60802
Kyrgyzstan,KGZ,2002,46.71076,40.64221,,,85.59525,87.49661
Kyrgyzstan,KGZ,2003,44.73227,37.29151,,,84.72572,86.57582
Kyrgyzstan,KGZ,2004,44.48707,37.15154,81.93147,82.63853,89.74189,90.56199
Kyrgyzstan,KGZ,2005,47.485,37.76602,80.46362,80.81334,87.13952,88.2873
Kyrgyzstan,KGZ,2006,48.87653,38.38382,80.35222,80.86449,88.07169,89.68136
Kyrgyzstan,KGZ,2007,48.56711,37.40443,80.088,80.67316,86.9696,88.14932
Kyrgyzstan,KGZ,2008,54.0069,39.53504,,,86.94104,87.87207
Kyrgyzstan,KGZ,2009,50.88197,37.87484,,,86.50296,87.17969
Kyrgyzstan,KGZ,2010,47.75469,36.60662,,,86.74847,87.94491
Kyrgyzstan,KGZ,2011,45.84192,36.8242,,,86.75932,87.85448
Kyrgyzstan,KGZ,2012,49.06526,38.91665,,,88.83152,90.38889
Kyrgyzstan,KGZ,2013,53.58782,41.51221,,,,
Kyrgyzstan,KGZ,2014,52.0338,39.90232,80.2845,80.19315,,
Kyrgyzstan,KGZ,2015,52.98461,40.58371,80.3053,80.74089,,
Kyrgyzstan,KGZ,2016,50.74468,39.70571,82.24122,82.12617,,
Kyrgyzstan,KGZ,2017,47.51968,38.29963,83.38251,82.93139,,
Kyrgyzstan,KGZ,2018,46.73536,36.00659,84.64377,84.12084,,
Kyrgyzstan,KGZ,2019,47.44449,37.38893,,,,
Kyrgyzstan,KGZ,2020,51.72928,41.36852,,,,
Kyrgyzstan,KGZ,2021,59.41218,47.73265,,,,
Laos,LAO,1985,1.01373,1.89163,,,,
Laos,LAO,1986,1.05723,1.86635,,,,
Laos,LAO,1988,1.01106,1.69995,,,,
Laos,LAO,1990,0.74171,1.50741,,,,
Laos,LAO,1993,0.79658,1.86361,16.30164,12.4672,58.07887,67.23019
Laos,LAO,1994,0.72554,1.92226,19.22445,14.90033,61.56897,71.19279
Laos,LAO,1995,0.95679,2.36149,,,,
Laos,LAO,1996,1.4642,3.35112,,,64.4573,72.30253
Laos,LAO,1997,1.5756,3.57299,23.45351,17.92807,67.14497,74.65197
Laos,LAO,1998,1.23203,2.8525,25.56117,20.26841,70.40174,78.04574
Laos,LAO,1999,1.52769,3.16422,28.65957,22.5211,71.39967,78.39732
Laos,LAO,2000,1.84503,3.52557,30.70103,24.04737,72.28151,79.34315
Laos,LAO,2001,2.29077,3.90333,32.0964,25.75092,71.90024,78.76963
Laos,LAO,2002,2.98963,5.32434,33.14153,26.72843,72.98971,80.06419
Laos,LAO,2003,3.55678,6.32619,36.54253,30.00867,75.57097,82.70484
Laos,LAO,2004,4.38712,7.11703,38.07587,31.75193,76.76117,82.87343
Laos,LAO,2005,6.44694,9.15231,38.20056,32.1452,78.19326,83.95881
Laos,LAO,2006,7.21419,10.72931,37.19599,31.59431,79.59958,85.58326
Laos,LAO,2007,9.59452,13.3795,38.27342,32.74447,82.37669,88.03607
Laos,LAO,2008,11.56532,15.03054,38.97248,34.05004,85.11859,90.1759
Laos,LAO,2009,14.45276,18.30806,40.5377,35.6518,87.95014,91.96623
Laos,LAO,2010,14.37842,18.8877,42.1889,37.70622,92.50821,96.51666
Laos,LAO,2011,14.991898,20.576672,42.85815,38.42207,92.8464,95.77693
Laos,LAO,2012,15.878043,19.431976,45.5731,41.55887,92.82731,95.77593
Laos,LAO,2013,17.714033,20.313349,48.63331,45.48018,94.89142,97.54316
Laos,LAO,2014,17.653008,19.083405,53.54347,51.07426,95.39933,97.65193
Laos,LAO,2015,17.665632,18.65783,56.81232,54.81054,94.01312,95.74466
Laos,LAO,2016,17.171597,17.351013,59.61253,57.83282,92.92997,95.04224
Laos,LAO,2017,16.0495,15.437111,60.94286,59.29533,91.72209,93.22323
Laos,LAO,2018,15.517627,14.425534,60.65005,59.35568,90.64573,92.25867
Laos,LAO,2019,15.254979,13.666512,,,,
Laos,LAO,2020,14.381165,12.597894,,,,
Laos,LAO,2021,13.865744,12.107104,,,,
Laos,LAO,1992,,,15.56208,12.21068,53.71143,61.98564
Latin America and Caribbean (WB),,1985,16.43368,18.84734,,,91.00293,91.49165
Latin America and Caribbean (WB),,1986,15.15323,17.49373,,,90.72041,91.2445
Latin America and Caribbean (WB),,1987,15.74041,17.33274,,,90.83276,91.22087
Latin America and Caribbean (WB),,1988,16.13294,17.76371,,,90.52273,90.81029
Latin America and Caribbean (WB),,1989,16.44233,17.55437,,,89.76257,89.98835
Latin America and Caribbean (WB),,1990,16.62148,17.28733,,,90.3015,90.36503
Latin America and Caribbean (WB),,1991,17.04121,17.54931,,,90.64339,90.62061
Latin America and Caribbean (WB),,1992,17.13865,17.30856,,,91.27846,91.49923
Latin America and Caribbean (WB),,1993,17.2838,16.98228,,,91.56825,91.83192
Latin America and Caribbean (WB),,1994,17.6658,16.97792,,,91.04648,91.30109
Latin America and Caribbean (WB),,1995,19.87334,18.51232,,,90.91717,91.22935
Latin America and Caribbean (WB),,1996,19.15914,17.44791,,,91.31869,91.77715
Latin America and Caribbean (WB),,1997,21.6214,19.09531,,,90.48603,90.69395
Latin America and Caribbean (WB),,1998,21.96199,19.32027,62.25701,66.47982,,
Latin America and Caribbean (WB),,1999,24.31441,21.01768,62.71984,66.95838,93.29252,93.91432
Latin America and Caribbean (WB),,2000,25.01422,21.17477,63.67124,67.82463,93.92545,94.51991
Latin America and Caribbean (WB),,2001,26.40819,22.70691,64.51425,68.8394,,
Latin America and Caribbean (WB),,2002,28.66085,24.13068,65.49346,69.88445,93.8301,94.74285
Latin America and Caribbean (WB),,2003,30.63451,25.53495,64.15118,68.35831,92.98412,94.33598
Latin America and Caribbean (WB),,2004,32.05467,26.79484,65.21038,69.58987,93.48408,94.45378
Latin America and Caribbean (WB),,2005,34.01283,28.12921,65.90967,70.72011,94.45332,93.89834
Latin America and Caribbean (WB),,2006,36.91298,30.08293,66.12367,71.47666,94.27547,93.63015
Latin America and Caribbean (WB),,2007,39.97478,31.86291,66.20655,71.91685,94.02604,93.38495
Latin America and Caribbean (WB),,2008,43.81837,34.58777,68.37758,74.27278,94.9612,95.18105
Latin America and Caribbean (WB),,2009,45.32654,35.38036,69.51281,75.00194,94.99954,94.74332
Latin America and Caribbean (WB),,2010,46.54854,36.08394,70.11992,75.25359,95.00301,94.85244
Latin America and Caribbean (WB),,2011,49.2618,38.40813,70.5809,75.47695,94.77791,94.77326
Latin America and Caribbean (WB),,2012,49.99355,38.65064,70.61953,74.99047,94.99862,94.6983
Latin America and Caribbean (WB),,2013,51.14423,39.48474,74.20864,77.9791,93.77119,93.55938
Latin America and Caribbean (WB),,2014,52.96737,40.85328,74.34165,78.46832,93.6423,93.32335
Latin America and Caribbean (WB),,2015,54.26602,42.02707,75.07628,78.4996,93.59806,93.21469
Latin America and Caribbean (WB),,2016,56.49431,43.7244,75.84929,79.19809,93.90233,93.27856
Latin America and Caribbean (WB),,2017,58.08486,44.87448,75.84558,78.93313,93.87033,93.44609
Latin America and Caribbean (WB),,2018,59.10158,45.43931,75.98675,79.07735,93.8643,93.57476
Latin America and Caribbean (WB),,2019,60.35175,46.04983,,,,
Latin America and Caribbean (WB),,2020,62.48202,46.579,,,,
Latvia,LVA,1985,27.69534,18.92278,,,,
Latvia,LVA,1986,28.51873,17.59793,,,,
Latvia,LVA,1987,30.30413,16.47971,,,,
Latvia,LVA,1988,30.43675,17.95424,,,,
Latvia,LVA,1989,31.53485,18.27751,,,,
Latvia,LVA,1990,30.28203,21.11948,,,,
Latvia,LVA,1991,29.06739,22.44543,,,,
Latvia,LVA,1992,28.18357,23.63756,,,,
Latvia,LVA,1997,40.1546,26.54391,,,,
Latvia,LVA,1998,51.01711,34.69415,,,,
Latvia,LVA,1999,63.50237,38.35748,,,,
Latvia,LVA,2000,72.65032,40.42548,,,,
Latvia,LVA,2001,79.81806,47.70347,,,,
Latvia,LVA,2002,84.93142,51.27559,,,,
Latvia,LVA,2003,89.25354,53.44874,,,,
Latvia,LVA,2004,94.5927,55.3287,,,,
Latvia,LVA,2005,97.29243,54.42651,,,,
Latvia,LVA,2006,96.55357,53.5766,,,,
Latvia,LVA,2007,95.54101,51.54323,,,,
Latvia,LVA,2008,95.62019,50.24917,89.68776,92.48556,,
Latvia,LVA,2009,95.3237,51.8395,88.21091,91.12484,96.83931,96.6743
Latvia,LVA,2010,88.43245,50.43416,89.28055,91.55861,97.3804,96.99663
Latvia,LVA,2011,84.82514,51.79159,90.46375,92.38653,97.45443,97.15816
Latvia,LVA,2012,81.64253,52.42783,89.91746,92.11627,96.73979,96.28753
Latvia,LVA,2013,83.75312,55.16981,92.27837,94.49153,96.51725,95.73789
Latvia,LVA,2014,83.77707,58.67049,92.00734,93.89917,96.29491,95.3328
Latvia,LVA,2015,91.13356,58.4065,91.94852,93.83779,96.35845,95.34266
Latvia,LVA,2016,98.10533,64.08493,92.5142,94.71059,96.49604,95.53726
Latvia,LVA,2017,105.05897,72.0232,92.71269,94.93903,96.82776,95.80282
Latvia,LVA,2018,111.84521,75.43283,,,,
Latvia,LVA,2019,111.01995,79.91681,,,,
Latvia,LVA,2020,109.43718,80.64872,,,,
Lebanon,LBN,1985,20.60387,31.82857,,,,
Lesotho,LSO,1985,1.25704,1.25563,7.83233,15.80792,74.38011,56.94626
Lesotho,LSO,1986,1.32533,1.24608,8.04582,16.17788,73.46455,57.27534
Lesotho,LSO,1987,1.68522,1.30213,,,74.38533,58.57455
Lesotho,LSO,1988,1.85187,1.3091,,,74.74069,59.74988
Lesotho,LSO,1989,1.7642,1.28746,,,73.46434,59.17956
Lesotho,LSO,1990,1.37632,1.13921,,,72.06665,58.1139
Lesotho,LSO,1991,1.40778,1.10885,9.14034,17.9605,73.04501,59.48835
Lesotho,LSO,1992,2.23307,2.07393,10.6169,19.8503,72.78837,59.90068
Lesotho,LSO,1993,2.41807,2.09544,11.13921,20.79402,70.06669,57.97049
Lesotho,LSO,1994,2.55136,2.23054,9.92632,19.87875,70.50432,59.37422
Lesotho,LSO,1995,2.50681,2.14604,,,68.49246,59.30835
Lesotho,LSO,1996,2.51227,2.22222,11.76437,21.10095,69.12575,59.14053
Lesotho,LSO,1999,2.30321,1.41463,12.19624,20.12859,57.42405,51.17059
Lesotho,LSO,2000,2.3864,1.60548,13.85778,22.00631,77.21418,71.80725
Lesotho,LSO,2001,2.65465,1.66895,15.82315,24.20202,78.93215,73.64544
Lesotho,LSO,2002,2.41675,1.88297,16.67809,25.10837,81.04996,76.51778
Lesotho,LSO,2003,3.10237,2.08335,17.35422,26.41678,83.95102,79.27604
Lesotho,LSO,2005,3.74373,2.95234,19.64958,30.53052,85.70542,81.80775
Lesotho,LSO,2006,3.91437,3.27297,20.32004,31.3836,87.808,84.32411
Lesotho,LSO,2012,13.63424,9.27901,31.38004,48.96679,89.94278,88.45444
Lesotho,LSO,2013,12.97684,9.10979,31.91674,49.39943,87.38045,85.3819
Lesotho,LSO,2014,12.87611,9.06432,31.83446,49.5348,88.14449,86.57068
Lesotho,LSO,2015,12.23677,8.15194,32.95864,50.84718,89.06836,88.14467
Lesotho,LSO,2016,12.39755,8.01804,32.73142,50.02598,91.07911,90.07054
Lesotho,LSO,2017,13.33513,8.2274,,,93.38934,93.23133
Lesotho,LSO,2018,12.39755,8.01804,,,,
Lesotho,LSO,1820,0,0.01,0.01,0,0,0.01
Lesotho,LSO,1825,0,0.01,0.01,0,0,0.01
Lesotho,LSO,1830,0,0.01,0.01,0,0,0.06
Lesotho,LSO,1835,0,0.01,0.01,0,0.01,0.16
Lesotho,LSO,1840,0,0.01,0.01,0,0.02,0.31
Lesotho,LSO,1845,0,0.01,0.01,0,0.03,0.56
Lesotho,LSO,1850,0,0.01,0.01,0,0.05,0.94
Lesotho,LSO,1855,0,0.01,0.01,0,0.08,1.51
Lesotho,LSO,1860,0,0.01,0.01,0,0.13,2.36
Lesotho,LSO,1865,0,0.01,0.01,0,0.2,3.61
Lesotho,LSO,1870,0,0.01,0.01,0,0.31,5.41
Lesotho,LSO,1875,0,0.01,0.01,0,0.48,7.96
Lesotho,LSO,1880,0,0.01,0.01,0,0.72,11.55
Lesotho,LSO,1885,0,0.01,0.01,0,1.09,16.46
Lesotho,LSO,1890,0,0.01,0.01,0,1.62,23.04
Lesotho,LSO,1895,0,0.01,0.01,0,2.4,27.17
Lesotho,LSO,1900,0,0.01,0.01,0,3.52,30.9
Lesotho,LSO,1905,0,0.01,0.01,0,5.12,24.81
Lesotho,LSO,1910,0,0.01,0.01,0,7.37,18.06
Lesotho,LSO,1915,0,0.01,0.01,0,10.46,26.64
Lesotho,LSO,1920,0,0.01,0.01,0,14.6,34.07
Lesotho,LSO,1925,0,0.01,0.01,0,19.99,31.06
Lesotho,LSO,1930,0,0.01,0.01,0,26.7,26.7
Lesotho,LSO,1935,0,0.01,0.01,0,39.42,37.63
Lesotho,LSO,1940,0,0.01,0.01,0,52.14,48.57
Lesotho,LSO,1945,0,0.01,0.01,0,64.86,44.09
Lesotho,LSO,1950,0.02,0.06,1.35,0.85,77.58,39.7
Lesotho,LSO,1955,0.05,0.17,1.91,1.46,79.17,46.22
Lesotho,LSO,1960,0.09,0.34,1.41,3,75.89,43.95
Lesotho,LSO,1965,0.12,0.53,3,3,84,52.07
Lesotho,LSO,1970,0.3,0.76,3.91,6,84,52.14
Lesotho,LSO,1975,0.5,0.5,6.66,12.43,79,53.14
Lesotho,LSO,1980,2.2,1.15,9.93,16,78,54.14
Lesotho,LSO,1998,,,7.81674,16.81663,61.06526,53.43325
Lesotho,LSO,2004,,,18.35584,28.05147,83.911,79.87606
Lesotho,LSO,2007,,,21.12168,33.34809,85.82598,83.37968
Lesotho,LSO,2008,,,22.91613,36.27022,87.48321,84.85408
Lesotho,LSO,2009,,,24.69945,40.08427,88.34962,85.28999
Lesotho,LSO,2010,,,27.52585,44.71418,89.475,87.79324
Lesotho,LSO,2011,,,29.9704,47.96394,89.52064,88.33875
Liberia,LBR,1987,1.23781,4.18317,,,,
Liberia,LBR,1999,3.25738,13.49972,,,42.04987,54.03433
Liberia,LBR,2000,14.00986,25.193,,,,
Liberia,LBR,2010,6.57833,12.43721,,,,
Liberia,LBR,2012,9.15192,14.65242,,,,
Liberia,LBR,1820,0,0.01,0.01,0,0.01,0.38
Liberia,LBR,1825,0,0.01,0.01,0,0.01,0.48
Liberia,LBR,1830,0,0.01,0.01,0,0.01,0.61
Liberia,LBR,1835,0,0.01,0.01,0,0.02,0.78
Liberia,LBR,1840,0,0.01,0.01,0,0.02,0.98
Liberia,LBR,1845,0,0.01,0.01,0,0.03,1.24
Liberia,LBR,1850,0,0.01,0.01,0,0.04,1.57
Liberia,LBR,1855,0,0.01,0.01,0,0.06,1.98
